Symbol,Name
A,
AAMRQ,
AAV,
ABA,
ABC,
ABG,
ABK,
ABT,Abbott Laboratories Common
ACF,
ACJ,
ACKH,
ACN,
ACS,
ACY,
AD,
ADL,
ADM,Archer-Daniels-Midland Co Common
AEP,American Electric Power Company Inc Common
AEX,
AGG,
AGM,
AH,
AHD,
AIC,
AL,
ALS,
AM,
AMDA,
AMF,
AMO,
AMT,
AMX,
AN,
ANR,
ANV,
AR,
ARC,
ARR,
AS,
ASC,
ASF,
ASR,
AST,
ATS,
AUD,
AVC,
AWC,
AX,
AXO,
AYE,
BA,The Boeing Company
BAW,
BCO,Brinks Co.
BCW,
BEAM,
BEC,
BEM,
BFO,
BG,
BGS,
BHL,
BHMSQ,
BK,
BLD,
BLS,
BMY,Bristol-Myers Squibb Co Common
BN,
BNDN,
BNL,
BO,
BOR,
BPB,
BRY,
BUR,
BX,
BYK,
C,
CAL,Caleres Inc
CARD,
CAT,Caterpillar Inc Common
CBE,
CBO,
CBS,
CC,
CCC,
CCK,Crown Holdings Inc
CD,
CDD,
CDP,
CDR,
CEG,
CF,
CG,
CGG,
CGH,
CGW,
CH,
CI,
CIN,
CIT,
CITA,
CIV,
CKL,
CL,Colgate-Palmolive Co Common
CLL,
CLO,
CLU,
CMB,
CMIL,
CMS,CMS Energy Corp Common
CN,
CNEO,
CNG,
CNN,
CNR,
CO,
COD,
COE,
COG,
COP,ConocoPhillips Common
COW,
CPB,Campbell's Co Common
CPC,
CPP,
CPPRQ,
CPS,
CPX,
CS,
CSC,
CSCS,
CSP,
CSR,
CTN,
CUD,
CUE,
CV,
CVS,CVS Health Corp Common
CVX,
CVX,Chevron Corp Common
CW,Curtiss Wright Corp
CXT,
CZ,
D,Dominion Energy Inc Common
D,
DAY,
DCNAQ,
DCO,
DD,
DE,Deere & Co Common
DEL,
DG,
DGR,
DI,
DIN,
DM,
DML,
DOC,
DOW,
DPL,
DQE,
DTE,DTE Energy Co Common
DWG,
DYN,
EAL,
EAS,
ED,Consolidated Edison Inc Common
EIX,Edison International Common
EJN,
EKDKQ,
ELG,
ENRNQ,
ENS,
EQT,EQT Corp Common
ERP,
ESM,
ET,
ETN,Eaton Corporation PLC Common
ETR,Entergy Corp Common
EWB,
EXC,Exelon Corp Common
F,Ford Motor Co Common
FALB,
FBD,
FBO,
FDS,
FE,FirstEnergy Corp Common
FFS,
FIR,
FL,
FO,
FPC,
FRT,
FST,
FT,
FTR,
FWLT,
GBL,
GCO,Genesco Inc
GD,General Dynamics Corp Common
GDC,
GE,General Electric Co
GF,
GFN,
GH,
GHL,
GIS,General Mills Inc Common
GK,
GLW,Corning Inc Common
GMBL,
GN,
GO,
GPT,
GPU,
GR,
GRA,
GSW,
GSX,
GT,Goodyear Tire & Rubber Co
GTE,
GTY,
GUS,
GUX,
GWOW,
HAL,Halliburton Co Common
HCL,
HD,
HH,
HI,
HIR,
HLN,
HLYS,
HM,
HNZ,
HON,Honeywell International Inc.
HON,
HPC,
HPG,
HSY,Hershey Co Common
HW,
HWM,Howmet Aerospace Inc Common
IBM,International Business Machines Corporation
IC,
ICR,
IL,
INCLF,
IP,International Paper Co
IPL,
IRY,
ISS,
ITT,ITT Inc
JAEG,
JEF,
JI,
JJN,
JL,
JM,
JOY,
JWL,
KBR,
KLU,
KM,
KMB,Kimberly-Clark Corp Common
KN,
KO,The Coca-Cola Company
KOP,
KR,Kroger Co Common
KRA,
KSC,
KSE,
KSP,
KSU,
KYR,
L,
LCE,
LES,
LGT,
LHX,L3Harris Technologies Inc Common
LIL,
LJ,
LJS,
LKB,
LL,
LMT,Lockheed Martin Corp Common
LN,
LNY,
LPT,
LST,
M,
MAG,
MAY,
MCK,
MEA,
MF,
MGR,
MHT,
MIA,
MIS,
MKG,
ML,
MLL,
MMM,3M Company
MMR,
MMX,
MNC,
MO,Altria Group Inc
MOB,
MOH,
MPH,
MQ,
MQC,
MRK,"Merck & Co., Inc."
MRO,
MRW,
MS,
MSI,Motorola Solutions Inc Common
MST,
MTI,
MTLQQ,
MTS,
MTY,
MTYRF,
MUB,
MWV,
MZ,
MZIAQ,
NAB,
NAC,
NAS,
NAV,
NCR,
NEE,NextEra Energy Inc Common
NES,
NFK,
NG,
NKP,
NL,NL Industries Inc
NMK,
NND,
NP,
NSU,
NTS,
NTY,
OAT,
OC,
OI,
OKE,ONEOK Inc Common
OLN,Olin Corp
OT,
OWENQ,
PA,
PAC,
PBI,Pitney Bowes Inc
PC,
PCG,PG&E Corp Common
PD,
PDC,
PEG,Public Service Enterprise Group Inc Common
PEL,
PEP,PepsiCo Inc Common
PET,
PFE,Pfizer Inc
PFK,
PG,The Procter & Gamble Company
PGL,
PHA,
PHC,
PN,
PPG,PPG Industries Inc Common
PSU,
PU,
PXN,
R,
RA,
RBR,
RCA,
RCB,
RCC,
RDT,
REP,
RI,
RJR,
RKS,
RLM,
RMB,
RMC,
ROK,Rockwell Automation Inc Common
RS,
RTN,
RTX,Raytheon Technologies Corp
RUP,
RVB,
RVS,
RXM,
RYI,
S,
SA,
SB,
SCI,
SCO,
SDG,
SE,
SEP,
SFC,
SGIB,
SGP,
SH,
SHEL,
SJO,
SK,
SKE,
SLB,Schlumberger NV Common
SM,
SMB,
SNT,
SO,Southern Co Common
SPGI,S&P Global Inc Common
SPP,
SQD,
SR,
SR,
SRT,
ST,
STN,
STY,
SUO,
SUS,
SVC,
SX,
SY,
T,
TF,
TG,
TMC,
TR,
TRW,
TRX,
TS,
TT,Trane Technologies PLC Common
TUT,
TV,
TW,
TX,
TXU,
UALAQ,
UCC,
UCL,
UCM,
UGC,
UIS,Unisys Corp.
UK,
UP,
UPI,
USG,
USL,
USM,
UV,
VC,
VCA,
VER,
VO,
VON,
VRC,
VRT,
WB,
WD,
WEAR,
WEC,WEC Energy Group Inc Common
WGL,
WH,
WHXCQ,
WIL,
WK,
WKU,
WLA,
WMRY,
WNDXQ,
WOS,
WPI,
WTH,
WW,
WWY,
WYE,
XA,
XEL,Xcel Energy Inc Common
XLO,
XOM,Exxon Mobil Corp
YAT,
YB,
ZA,
ZB,
ZE,
